iter	TotalF1	MultiClass
879	0.9941821767	0.09908246065
880	0.9941821767	0.09904242359
881	0.9943985595	0.09895600785
882	0.9943985595	0.09881109634
883	0.9943985595	0.09875286596
884	0.9943985595	0.09860059605
885	0.9941821767	0.09852434873
886	0.9941821767	0.09843524836
887	0.9941821767	0.09841491029
888	0.9941821767	0.09828448754
889	0.9943985595	0.09815492419
890	0.9943985595	0.09802979867
891	0.9943985595	0.09794056949
892	0.9943985595	0.09784267009
893	0.9946148712	0.09767214993
894	0.9946148712	0.09758281855
895	0.9946148712	0.09747339527
896	0.9943985595	0.09740901429
897	0.9946148712	0.09713291332
898	0.9943985595	0.09701150068
899	0.9946148712	0.09693251571
900	0.9946148712	0.09680076448
901	0.9948311119	0.09662809345
902	0.9948311119	0.09642389205
903	0.9950472819	0.09629044829
904	0.9948311119	0.09616970036
905	0.9948311119	0.0960908177
906	0.9948311119	0.09589040953
907	0.9948311119	0.09570380567
908	0.9946148712	0.0955665707
909	0.9948311119	0.09538982059
910	0.9948311119	0.09528490118
911	0.9948311119	0.09519618186
912	0.9948311119	0.09499103894
913	0.9948311119	0.09494878858
914	0.9948311119	0.09483485787
915	0.9948311119	0.09465509136
916	0.9950472819	0.0945231017
917	0.9948311119	0.09444004489
918	0.9950472819	0.09429340801
919	0.9952633812	0.09411095902
920	0.9952633812	0.09402917381
921	0.9954794101	0.09384437501
922	0.9956953686	0.09370147787
923	0.9956953686	0.09366840618
924	0.9954794101	0.09340349695
925	0.9952633812	0.09324375892
926	0.9954794101	0.09308735046
927	0.9956953686	0.09284960044
928	0.9956953686	0.09278744003
929	0.9956953686	0.0927351589
930	0.9956953686	0.09262405854
931	0.9954794101	0.0924982823
932	0.9956953686	0.09239162884
933	0.9956953686	0.09216397306
934	0.995911257	0.09208399046
935	0.996341651	0.09187550829
936	0.9965574003	0.09173388468
937	0.996341651	0.09159646604
938	0.996341651	0.09149079829
939	0.996341651	0.09144674849
940	0.996341651	0.09136750318
941	0.9965574003	0.09131753825
942	0.996341651	0.09117408278
943	0.996341651	0.09107459493
944	0.9965574003	0.09094308195
945	0.996341651	0.09081222612
946	0.996341651	0.09073596099
947	0.996341651	0.0906002939
948	0.9967730798	0.09052508759
949	0.9965574003	0.09048268444
950	0.9967730798	0.09034861132
951	0.9965574003	0.09022848232
952	0.9965574003	0.09012822683
953	0.996341651	0.08999067377
954	0.9965574003	0.08982744727
955	0.9965574003	0.08963845122
956	0.9965574003	0.08952989645
957	0.9965574003	0.0894012625
958	0.9965574003	0.08922869197
959	0.9965574003	0.08911135456
960	0.9967730798	0.08890504421
961	0.9967730798	0.08882489948
962	0.9967730798	0.08873803985
963	0.9967730798	0.08870495297
964	0.9967730798	0.08862454527
965	0.9967730798	0.08856625814
966	0.9967730798	0.08851198327
967	0.9967730798	0.08836856719
968	0.9967730798	0.08831102535
969	0.9967730798	0.08823255043
970	0.9967730798	0.08812153096
971	0.9967730798	0.08801405529
972	0.9967730798	0.08794220559
973	0.9967730798	0.08784519227
974	0.9967730798	0.08772134355
975	0.9967730798	0.08764599862
976	0.9967730798	0.08758304095
977	0.9967730798	0.08749625445
978	0.9967730798	0.08741697272
979	0.9967730798	0.08737243652
980	0.9967730798	0.08731737119
981	0.9967730798	0.08716546047
982	0.9967730798	0.0871019992
983	0.9967730798	0.08705314341
984	0.9967730798	0.08702969195
985	0.9967730798	0.08698048854
986	0.9967730798	0.08690296691
987	0.9967730798	0.08668642151
988	0.9967730798	0.08663391325
989	0.9967730798	0.08658418754
990	0.9967730798	0.0863602272
991	0.9967730798	0.08629946418
992	0.9967730798	0.08624212187
993	0.9967730798	0.08620426507
994	0.9967730798	0.08608132968
995	0.9967730798	0.08596111888
996	0.9967730798	0.08591435846
997	0.9967730798	0.08589472095
998	0.9967730798	0.08574442511
999	0.9967730798	0.08567814706
